1,2,1200,10.782,10.781
2,2,1200,4.9965,4.995
4,2,1200,2.7615,2.7605
6,2,1200,2.745,2.7445
8,2,1200,2.65,2.6495
10,2,1200,2.6955,2.6945
20,2,1200,2.6665,2.6655
30,2,1200,2.609,2.6075
40,2,1200,2.5825,2.5815
50,2,1200,2.5395,2.5385
60,2,1200,2.543,2.542
70,2,1200,2.415,2.414
80,2,1200,2.4775,2.4755
90,2,1200,2.542,2.541
100,2,1200,2.5075,2.507
110,2,1200,2.5745,2.573
120,2,1200,2.503,2.5015
130,2,1200,2.461,2.46
140,2,1200,2.5175,2.5165
150,2,1200,2.51,2.509
160,2,1200,2.482,2.4805
170,2,1200,2.4865,2.4855
180,2,1200,2.4825,2.482
190,2,1200,2.4865,2.4855
200,2,1200,2.4895,2.4885
210,2,1200,2.526,2.525
220,2,1200,2.53,2.527
230,2,1200,2.4585,2.4575
240,2,1200,2.4615,2.4605
250,2,1200,2.433,2.431
260,2,1200,2.356,2.3545
270,2,1200,2.478,2.477
280,2,1200,2.3345,2.333
290,2,1200,2.3425,2.342
300,2,1200,2.2525,2.2515
310,2,1200,2.4455,2.4445
360,2,1200,2.287,2.286
410,2,1200,2.355,2.354
460,2,1200,2.3675,2.3665
510,2,1200,2.2975,2.297
560,2,1200,2.298,2.2965
610,2,1200,2.2115,2.2105
660,2,1200,2.5,2.499
710,2,1200,2.477,2.4755
760,2,1200,2.4895,2.4885
810,2,1200,2.446,2.445
860,
910,
960,
