1,3,200,0.025,0.0235
2,3,200,0.0165,0.0154999
4,3,200,0.007,0.00700003
6,3,200,0.009,0.00800004
8,3,200,0.01,0.00850001
10,3,200,0.0085,0.00700006
20,3,200,0.0075,0.00650005
30,3,200,0.01,0.00899992
40,3,200,0.0095,0.00850001
50,3,200,0.01,0.00899994
60,3,200,0.0095,0.00849995
70,3,200,0.011,0.00999999
80,3,200,0.0095,0.00850002
90,3,200,0.009,0.00799999
100,3,200,0.01,0.00950004
110,3,200,0.0115,0.0105
120,3,200,0.0135,0.0125
130,3,200,0.015,0.0140001
140,3,200,0.0115,0.0105
150,3,200,0.016,0.015
160,3,200,0.012,0.011
170,3,200,0.0115,0.0104999
180,3,200,0.014,0.0135
190,3,200,0.0115,0.011
200,3,200,0.014,0.013
210,3,200,0.014,0.013
220,3,200,0.014,0.0135
230,3,200,0.013,0.0115
240,3,200,0.0135,0.013
250,3,200,0.0135,0.013
260,3,200,0.015,0.014
270,3,200,0.0135,0.013
280,3,200,0.017,0.016
290,3,200,0.017,0.016
300,3,200,0.017,0.0165
310,3,200,0.015,0.014
360,3,200,0.018,0.017
410,3,200,0.021,0.0200001
460,3,200,0.0205,0.0195
510,3,200,0.02,0.019
560,3,200,0.023,0.0225
610,3,200,0.0225,0.0215
660,3,200,0.0315,0.0305
710,3,200,0.033,0.0325001
760,3,200,0.0335,0.033
810,3,200,0.0335,0.0325
860,3,200,0.036,0.035
910,
960,
