1,3,1200,10.112,10.111
2,3,1200,4.788,4.7865
4,3,1200,2.8345,2.833
6,3,1200,2.9585,2.9575
8,3,1200,2.5795,2.578
10,3,1200,2.5955,2.5945
20,3,1200,2.6445,2.6435
30,3,1200,2.584,2.5825
40,3,1200,2.5355,2.535
50,3,1200,2.493,2.4925
60,3,1200,2.5035,2.5015
70,3,1200,2.5055,2.5045
80,3,1200,2.517,2.516
90,3,1200,2.4775,2.477
100,3,1200,2.4825,2.482
110,3,1200,2.5215,2.521
120,3,1200,2.528,2.527
130,3,1200,2.504,2.503
140,3,1200,2.504,2.503
150,3,1200,2.455,2.454
160,3,1200,2.4875,2.4865
170,3,1200,2.465,2.4635
180,3,1200,2.5075,2.5065
190,3,1200,2.4405,2.4395
200,3,1200,2.474,2.4725
210,3,1200,2.4725,2.4715
220,3,1200,2.4965,2.4955
230,3,1200,2.4695,2.4685
240,3,1200,2.4565,2.4555
250,3,1200,2.484,2.4825
260,3,1200,2.3715,2.3705
270,3,1200,2.4915,2.4905
280,3,1200,2.3355,2.3345
290,3,1200,2.3185,2.317
300,3,1200,2.3135,2.3125
310,3,1200,2.5295,2.5285
360,3,1200,2.362,2.358
410,3,1200,2.3215,2.3205
460,3,1200,2.3435,2.3425
510,3,1200,2.245,2.244
560,3,1200,2.316,2.3145
610,3,1200,2.204,2.2025
660,3,1200,2.4815,2.4805
710,3,1200,2.42,2.4185
760,3,1200,2.4805,2.48
810,3,1200,2.433,2.432
860,
910,
960,
