1,1,200,0.0275,0.027
2,1,200,0.0145,0.0135
4,1,200,0.0085,0.00749999
6,1,200,0.0105,0.00950008
8,1,200,0.01,0.00899998
10,1,200,0.012,0.0115
20,1,200,0.009,0.0085
30,1,200,0.01,0.00900007
40,1,200,0.0095,0.00850001
50,1,200,0.01,0.00950007
60,1,200,0.01,0.00950004
70,1,200,0.009,0.00799998
80,1,200,0.0105,0.00949999
90,1,200,0.0105,0.00950006
100,1,200,0.012,0.0115001
110,1,200,0.0105,0.00950004
120,1,200,0.0105,0.00949999
130,1,200,0.012,0.0115
140,1,200,0.0115,0.011
150,1,200,0.0115,0.011
160,1,200,0.011,0.0105
170,1,200,0.0115,0.011
180,1,200,0.0135,0.012
190,1,200,0.012,0.011
200,1,200,0.0125,0.0115
210,1,200,0.0145,0.0135
220,1,200,0.015,0.014
230,1,200,0.012,0.011
240,1,200,0.013,0.0125
250,1,200,0.016,0.0155001
260,1,200,0.015,0.0139999
270,1,200,0.0135,0.0125
280,1,200,0.015,0.0145
290,1,200,0.0155,0.0140001
300,1,200,0.018,0.0169999
310,1,200,0.016,0.0154999
360,1,200,0.019,0.018
410,1,200,0.022,0.0205001
460,1,200,0.0205,0.0190001
510,1,200,0.0215,0.0205
560,1,200,0.023,0.022
610,1,200,0.023,0.0220001
660,1,200,0.0275,0.027
710,1,200,0.0285,0.0274999
760,1,200,0.0375,0.0364999
810,1,200,0.028,0.0274999
860,1,200,0.027,0.0265
910,
960,
