1,3,200,0.0285,0.0275
2,3,200,0.014,0.0129999
4,3,200,0.0095,0.00849998
6,3,200,0.012,0.0109999
8,3,200,0.011,0.01
10,3,200,0.0095,0.00899996
20,3,200,0.01,0.00899997
30,3,200,0.0105,0.00999995
40,3,200,0.01,0.00900003
50,3,200,0.0105,0.00950007
60,3,200,0.011,0.00999996
70,3,200,0.011,0.00999999
80,3,200,0.01,0.00899998
90,3,200,0.012,0.011
100,3,200,0.011,0.0104999
110,3,200,0.012,0.011
120,3,200,0.0115,0.011
130,3,200,0.0105,0.00950002
140,3,200,0.012,0.011
150,3,200,0.011,0.00999992
160,3,200,0.014,0.013
170,3,200,0.012,0.0110001
180,3,200,0.015,0.0135
190,3,200,0.015,0.014
200,3,200,0.0125,0.0115
210,3,200,0.014,0.013
220,3,200,0.0135,0.0125
230,3,200,0.014,0.013
240,3,200,0.0145,0.013
250,3,200,0.0135,0.0124999
260,3,200,0.0135,0.0124999
270,3,200,0.013,0.012
280,3,200,0.0145,0.0134999
290,3,200,0.014,0.013
300,3,200,0.017,0.0165
310,3,200,0.0165,0.0149999
360,3,200,0.0175,0.0165
410,3,200,0.017,0.0159999
460,3,200,0.019,0.0185
510,3,200,0.028,0.0270001
560,3,200,0.022,0.021
610,3,200,0.024,0.023
660,3,200,0.024,0.0230001
710,3,200,0.0255,0.025
760,3,200,0.0255,0.025
810,3,200,0.0285,0.0275
860,3,200,0.032,0.031
910,
960,
